Name,Species,Class,Hlt,Atk,Int,Def,Spd,Total,R. Depth,Source,Trait Name,Item Name,Trait Description
Fog Spirit,Spirit,Life,38,13,23,18,18,110,90,"Frostbite Caverns, Fae Lands",Absence of Light,Fog Fluff,"After an enemy is healed, this creature decreases their lowest stat by 25%."
Exalted Spirit,Spirit,Life,38,13,23,18,18,110,60,"Frostbite Caverns, Fae Lands",Benefic,Exalted Fluff,"After your creatures are healed, they gain a Barrier that absorbs damage equal to 50% of the amount of Health recovered. This trait does not stack."
Succubus Spirit,Spirit,Life,37,12,22,18,18,107,30,"Frostbite Caverns, Fae Lands",Carnal Genesis,Succubus Fluff,"After your creatures are healed, they have a 10% chance to move to the top of the Timeline. This trait does not stack."
Evil Spirit,Spirit,Death,33,18,18,18,18,105,415,Death Guild,Doom and Gloom,Evil Fluff,"When an enemy would afflict this creature with a debuff, this creature has a 50% chance to afflict that enemy with the debuff instead."
Frozen Spirit,Spirit,Life,38,13,23,18,18,110,15,"Frostbite Caverns, Fae Lands",Dreams of Ice,Frozen Fluff,"After your creatures are healed, they gain 25% Defense. This trait does not stack."
Ancient Spirit,Spirit,Life,38,13,23,18,18,110,4,"Frostbite Caverns, Fae Lands",Essential Dignity,Ancient Fluff,"After your creatures are healed, they gain a random buff. This trait does not stack."
Willow Spirit,Spirit,Life,37,13,23,18,18,109,45,"Frostbite Caverns, Fae Lands",Everglow,Willow Fluff,Your creatures recover 100% more Health from healing effects. This trait does not stack.
Holiday Spirit,Spirit,Life,37,12,22,18,18,107,415,Life Guild,Repetitive Holiday,Holiday Gift,"At the start of each of your creatures' turns, this creature has a 50% chance to be killed. If it's already dead, it has a 50% chance to be resurrected with 50% Health."
Malignant Spirit,Spirit,Life,33,13,23,18,18,105,105,"Frostbite Caverns, Fae Lands",Stay Dead,Malignant Fluff,"After an enemy is resurrected, this creature deals damage to all enemies equal to 60% of its Intelligence."
Stag Guide,Stag,Life,37,17,22,17,17,110,415,Life Guild,Christmas is Canceled,Reindeer Gift,"At the start of battle, this creature afflicts 3 random enemies with Disarmed."
Stag Royal,Stag,Life,34,17,22,17,17,107,60,"Unsullied Meadows, Fae Lands",Endlessly,Royal Antler,Your creatures' Spell Gems gain 50% more benefit from their 'More Charges' properties. This trait does not stack.
Stag Spirit,Stag,Life,36,16,21,16,16,105,75,"Unsullied Meadows, Fae Lands",Like Sand,Spirit Antler,Your creatures' 'Cascading' spells now consume 2 additional Charges while they have over 50% of their total Charges. This trait does not stack.
Stag Guardian,Stag,Life,37,17,22,17,17,110,49,"Unsullied Meadows, Fae Lands",Moon Prayer,Guardian Antler,Your creatures' 'Chance to Defend' Spell Gem properties have double the chance to activate. This trait does not stack.
Stag Abstract,Stag,Life,34,14,22,17,17,104,90,"Unsullied Meadows, Fae Lands",Prism,Abstract Antler,This creature's Spell Gems that have potency modifiers now use 100% of those stats.
Stag Idol,Stag,Life,34,17,22,17,17,107,49,"Unsullied Meadows, Fae Lands",Star Prayer,Idol Antler,Your creatures' 'Chance to Attack' Spell Gem properties have double the chance to activate. This trait does not stack.
Stag Celestial,Stag,Life,37,17,22,17,17,110,49,"Unsullied Meadows, Fae Lands",Sun Prayer,Celestial Antler,Your creatures' 'Chance to Provoke' Spell Gem properties have double the chance to activate. This trait does not stack.
Stag Overseer,Stag,Life,36,16,21,16,16,105,49,"Unsullied Meadows, Fae Lands",Touched by the Gods,Overseer Antler,Your creatures' 'Chance to Cast Twice' Spell Gem properties now activate 1 additional time.
Blizzard,Storm,Nature,35,18,18,18,18,107,415,Nature Guild,Best Kind of Weather,Blizzard Gift,"At the start of battle, your creatures gain Snowstorm. This spell deals 100% more damage."
Raving Storm,Storm,Nature,38,18,18,18,18,110,16,"The Swamplands, Land of Breath & Balance",Cloud Connected,Raving Cloud,"While this creature is above 90% Health, it has Repelling and Immune."
Storm Lord,Storm,Nature,38,18,18,18,18,110,75,"The Swamplands, Land of Breath & Balance",Damage Control,Lord Cloud,"While this creature is above 90% Health, your creatures take 65% less damage. This trait does not stack."
Thunder Storm,Storm,Nature,35,18,18,18,18,107,30,"The Swamplands, Land of Breath & Balance",Eye of the Storm,Thunder Cloud,"While this creature is above 90% Health, your creatures' Health cannot fall below 5%. This effect is ignored if the incoming damage would exceed 100% of the creature's Maximum Health."
Hurricane,Storm,Nature,38,18,18,18,18,110,60,"The Swamplands, Land of Breath & Balance",Powershift,Hurricane Cloud,"While this creature is above 90% Health, it deals 100% more damage."
Red Storm,Storm,Nature,38,18,18,18,18,110,16,"The Swamplands, Land of Breath & Balance",Sailor's Warning,Red Cloud,"While this creature is above 90% Health, it has 50% more Attack, Intelligence, Defense, and Speed."
Cyclone,Storm,Nature,32,18,18,18,18,104,45,"The Swamplands, Land of Breath & Balance",Storm to Pass,Cyclone Cloud,"While this creature is above 90% Health, enemies have a 20% chance to lose their turn at the start of their turn. This trait does not stack."
Malignant Storm,Storm,Nature,38,18,18,18,18,110,90,"The Swamplands, Land of Breath & Balance",Wasted Age,Malignant Cloud,"While this creature is above 90% Health, it is immune to damage from spells."
Tanukrook,Tanukrook,Nature,31,16,19,19,19,104,20,Nether Realms,Monster Crown,Tanukrook Pact,"At the start of this creature's turn, it kills your other creatures and gains 20% of their stats."
Toxdweller Slasher,Toxdweller,Chaos,30,15,20,15,25,105,7,Venedon God Shop (Favor Rank 1),A Gift For You,Slasher Poison,This creature's attacks deal 75% more damage and afflict the target with Bomb.
Toxdweller Bloodbather,Toxdweller,Chaos,28,16,21,16,26,107,7,Venedon God Shop (Favor Rank 5),And You Get A Bomb,Bloodbather Poison,"At the start of battle, this creature afflicts 3 random enemies with Bomb."
Toxdweller Mutant,Toxdweller,Chaos,29,14,19,16,24,102,7,Venedon God Shop (Favor Rank 8),"Click, Click, Boom",Mutant Poison,"After this creature defends or provokes, enemies take damage from their Bomb debuffs."
Toxdweller Infector,Toxdweller,Chaos,29,14,21,16,26,106,7,Venedon God Shop (Favor Rank 18),Imminent Danger,Infector Poison,"After your creatures attack an enemy with Bomb, the potency of the Bomb increases by 20%. This trait does not stack."
Toxdweller Decoy,Toxdweller,Chaos,28,13,21,16,26,104,7,Venedon God Shop (Favor Rank 11),Not Quite A Dud,Decoy Poison,"When an enemy's Bomb detonates at the start of their turn, there is a 50% chance the Bomb debuff won't be removed from the creature. This trait does not stack."
Toxdweller Parasite,Toxdweller,Chaos,27,15,20,15,25,102,7,Venedon God Shop (Favor Rank 14),Sharing Is Caring,Parasite Poison,"After an enemy's Bomb detonates, adjacent enemies take 100% of the detonation damage as well. This trait does not stack."
Ahnok Tremor,Tremor,Nature,36,16,11,21,26,110,64,Anneltha God Shop (Favor Rank 5),Constrict,Ahnok Soil,"At the start of this creature's turn, it afflicts a random enemy with Snared and Feared."
Quamar Tremor,Tremor,Nature,33,16,11,21,26,107,64,Anneltha God Shop (Favor Rank 14),Jolt,Quamar Soil,"At the end of each enemy's turn, they are afflicted with Stone. This trait does not stack."
Quarnok Tremor,Tremor,Nature,36,16,11,21,26,110,64,Anneltha God Shop (Favor Rank 18),Rattle,Quarnok Soil,"After an enemy Defends or Provokes, this creature Attacks it and afflicts it with Stone. This trait does not stack."
Urhul Tremor,Tremor,Nature,36,16,11,21,26,110,64,Anneltha God Shop (Favor Rank 25),Shake,Urhul Soil,"When an enemy Casts a spell, it has a 35% chance to be interrupted. This trait does not stack."
Gorlum Tremor,Tremor,Nature,36,16,11,21,26,110,64,Anneltha God Shop (Favor Rank 8),Solidarity,Gorlum Soil,"At the start of battle, this creature Seals your creatures' first 2 Spell Gems and gains copies of them."
Ahnkol Tremor,Tremor,Nature,35,15,10,20,25,105,64,Anneltha God Shop (Favor Rank 1),Stomp,Ahnkol Soil,"When an enemy attacks, it has a 35% chance to be interrupted. This trait does not stack."
Hanyac Tremor,Tremor,Nature,29,24,14,15,24,106,64,Anneltha God Shop (Favor Rank 11) + Nature Guild,Twilight,Hanyac Soil,"At the end of this creature's turn, if it didn't cause any damage during its turn, it Attacks a random enemy for 200% normal damage."
Troll Knife Juggler,Troll,Nature,38,23,8,23,18,110,31,Torun God Shop (Favor Rank 11),Fan of Knives,Knife Juggler Sweat,"After an ally Attacks, this creature deals damage to the target equal to 20% of its Speed."
Troll Berserker,Troll,Nature,38,23,8,23,18,110,31,Torun God Shop (Favor Rank 8),Misanthropy,Berseker Sweat,"At the end of this creature's turn, it attacks two random enemies."
Troll Alemaster,Troll,Nature,38,23,8,23,18,110,31,Torun God Shop (Favor Rank 14),Mystery Brew,Alemaster Sweat,"After this creature Provokes, it casts a random Booze Spell for each time (up to 5) it has Provoked in the current battle."
Chaos Troll,Troll,Chaos,43,13,13,23,18,110,415,Chaos Guild,Otherworld,Chaos Sweat,Enemies take 20% more indirect damage. This trait does not stack.
Troll Arsonist,Troll,Nature,38,23,8,23,18,110,31,Torun God Shop (Favor Rank 1),Resin,Arsonist Sweat,"At the start of this creature's turn, it deals damage to a random enemy equal to 75% of its Attack."
Troll Youngster,Troll,Nature,35,23,8,23,18,107,31,Torun God Shop (Favor Rank 25),Rude Awakening,Youngster Sweat,"After an enemy is resurrected, this creature deals damage to it equal to 50% of the enemy's Current Health."
Troll King,Troll,Nature,38,23,8,23,18,110,31,Torun God Shop (Favor Rank 18),Sadism,King Sweat,"At the start of this creature's turn, enemies take damage equal to 15% of their Current Health."
Troll Necksnapper,Troll,Nature,38,23,8,23,18,110,31,Torun God Shop (Favor Rank 5),Skull Bash,Necksnapper Sweat,"At the end of this creature's turn, it has a 50% chance to send a random enemy to the bottom of the Timeline."
Trollboar,Troll,Nature,38,23,8,23,18,110,415,Chaos Guild,Year of the Trolboar,Trollboar Lantern,"After this creature Provokes, it deals damage to a random enemy equal to 25% of its Intelligence. This effect repeats once for every 5% Health this creature is missing."
Underdweller Fearmonger,Underdweller,Death,35,15,25,20,15,110,,Torture Chamber,Robbing the Grave,Well-used Shovel,Creatures lose 35% more stats. Your creatures Cast spells that interact with Feared with 50% more potency. This trait does not stack.
Underdweller Hexblade,Underdweller,Death,32,25,20,15,18,110,,Torture Chamber,Creeping Doom,Cursed Dagger,Enemies with Feared take 15% more damage for each Death creature fighting on your side. This trait does not stack.
Underdweller Mischiefmaker,Underdweller,Death,30,20,20,20,20,110,,Torture Chamber,Misery Loves Company,Wind-up Rat Toy,Your creatures have 2 more base stats that correspond to each of your creatures' classes. This trait does not stack.
Underdweller Ripper,Underdweller,Chaos,30,28,15,15,22,110,,Torture Chamber,Mortal Terror,Bloody Top Hat,"After all start-of-battle effects, this creature Attacks a random enemy with Feared and this creature's on-death effects are activated."
Underdweller Ritesmaster,Underdweller,Nature,25,20,25,20,20,110,,Torture Chamber,Dark Ritual,Skull-shaped Candle,"At the start of battle, your creatures share 10% of their class' corresponding stats with your other creatures. Your creatures start battles at 50% Health. This trait does not stack."
Underdweller Rot-thief,Underdweller,Death,35,20,25,15,15,110,,Torture Chamber,Feast and Famine,Gnawed Bone,Enemies that die with Feared cannot be resurrected.
Unguided Psychic,Unguided,Life,37,21,21,21,11,111,61,Perdition God Shop (Favor Rank 1),Bloodline,Psychic Stardust,Your creatures always deal damage as if they are strong against their enemy's class. This trait does not stack.
Unguided Heathen,Unguided,Life,36,21,21,21,11,110,61,Perdition God Shop (Favor Rank 18),Capitalize,Errant Stardust,Your creatures deal 75% more damage as a result of their class strength. This trait does not stack.
Unguided Sadist,Unguided,Life,37,21,21,21,11,111,61,Perdition God Shop (Favor Rank 14),Details Matter,Sadist Stardust,Your creatures always take damage as if they are strong against their enemy's class. This trait does not stack.
Unguided Agnostic,Unguided,Life,34,19,21,21,11,106,61,Perdition God Shop (Favor Rank 11),Dispossession,Dimensional Stardust,Your creatures take 50% less damage as a result of their class strength. This trait does not stack.
Unguided Desecrator,Unguided,Life,33,21,21,21,11,107,61,Perdition God Shop (Favor Rank 8),Mesmer,Demolisher Stardust,"After this creature damages an enemy, the enemy's class is changed to this creature's class weakness. This trait does not stack."
Unguided Judge,Unguided,Life,37,22,20,20,10,109,61,Perdition God Shop (Favor Rank 5),Quantum Flux,Merciful Stardust,"After your creatures take damage from an enemy, their class is changed to the enemy's class weakness. This trait does not stack."
Pegasus,Unicorn,Life,36,16,16,21,16,105,60,Azure Dream (Wishing Stars),Chrysaor's Ambition,Pegasus Horseshoe,"After this creature attacks, it gives a random ally 2 random buffs."
Unicorn Consecrator,Unicorn,Life,33,23,15,15,20,106,25,Azure Dream (Wishing Stars),Circle of Life,Consecrator Horseshoe,"After this creature Attacks, it heals allies for 50% of the damage dealt."
Unicorn Holycaster,Unicorn,Life,32,22,17,14,19,104,45 (1 for Cleric),"Azure Dream (Wishing Stars), Cleric Starter",Divine Mending,Holycaster Horseshoe,"After this creature Attacks, it heals its ally with the lowest health for 200% of the damage dealt."
Unicorn Firewalker,Unicorn,Life,30,21,16,16,21,104,90,Azure Dream (Wishing Stars),Eruption,Firewalker Horseshoe,"After this creature Attacks, it has a 50% chance to Cast Volcano."
Unicorn Vivifier,Unicorn,Life,31,21,16,17,22,107,1,"Azure Dream (Wishing Stars), Tutorial Starter",Reinvigoration,Vivifier Horseshoe,"After this creature Attacks, it resurrects a random ally with 50% Health."
Unicorn Stormbringer,Unicorn,Life,30,21,16,16,21,104,30,Azure Dream (Wishing Stars),Righteous Winds,Stormbringer Horseshoe,"After this creature Attacks, it increases a random ally's Attack and Intelligence by 50%."
Unicorn Thundercracker,Unicorn,Life,31,21,17,14,22,105,75,Azure Dream (Wishing Stars),Spur of the Heavens,Thundercracker Horseshoe,"After this creature Attacks, it has a 50% chance to move a random ally to the top of the Timeline."
Uralos Healer,Uralos,Nature,42,17,17,17,17,110,75,"The Swamplands, Amalgam Gardens",Healing Aura,Unidentified Flask,"At the start of your Uralos creatures' turns, they recover Health equal to 25% of their highest stat. This trait does not stack."
Uralos Knight,Uralos,Nature,42,17,17,17,17,110,16,"The Swamplands, Amalgam Gardens",Formation,Battered Shield,"After your Uralos creatures take damage from an attack or spell, your Uralos creatures gain 5% Defense. This trait does not stack."
